Feature Name,Locus,Start Coordinate,End Coordinate,Translation Start Coordinate,Translation End Coordinate,Disruptions Available,Distance from Translation Start,Fractional Distance from Translation Start,In Multiple Occupancy Well,Locatability,Progenitor Collection Address,Rearrayed Collection Address
SO_3125,['SO_3125'],3252406,3253689,3253689,3252406,"3253240, 3253544, 3253544","449, 145, 145","0.35, 0.11, 0.11","False, True, True","unambiguous, unambiguous, unambiguous","330_A10, 214_B3, 214_B3","28_H5, 39_B3, 39_C3"
ogt,['SO_3126'],3253727,3254293,3254293,3253727,"3254230, 3254230","63, 63","0.11, 0.11","True, True","unambiguous, unambiguous","302_B8, 302_B3","26_F3, 41_G10"
SO_3127,['SO_3127'],3254336,3255964,3255964,3254336,"3255302, 3254864","662, 1100","0.41, 0.68","False, True","unambiguous, unambiguous","276_F6, 69_B3","23_B12, 45_H4"
SO_3128,['SO_3128'],3256142,3257971,3256142,3257971,"3256725","583","0.32","False","unambiguous","339_B12","29_A4"
SO_t065,['SO_t065'],3258465,3258540,3258540,3258465,"","","","","","",""
SO_t066,['SO_t066'],3258639,3258714,3258714,3258639,"","","","","","",""
SO_t067,['SO_t067'],3258814,3258889,3258889,3258814,"","","","","","",""
SO_t068,['SO_t068'],3258988,3259063,3259063,3258988,"","","","","","",""
SO_t069,['SO_t069'],3259142,3259217,3259217,3259142,"","","","","","",""
SO_t070,['SO_t070'],3259281,3259356,3259356,3259281,"","","","","","",""
SO_t071,['SO_t071'],3259464,3259539,3259539,3259464,"","","","","","",""
SO_t072,['SO_t072'],3259606,3259681,3259681,3259606,"","","","","","",""
gltX,['SO_3130'],3259786,3261195,3261195,3259786,"","","","","","",""
SO_t073,['SO_t073'],3261723,3261798,3261723,3261798,"","","","","","",""
SO_t074,['SO_t074'],3261847,3261922,3261847,3261922,"","","","","","",""
SO_t075,['SO_t075'],3261950,3262025,3261950,3262025,"","","","","","",""
SO_t076,['SO_t076'],3262071,3262146,3262071,3262146,"","","","","","",""
SO_t077,['SO_t077'],3262173,3262248,3262173,3262248,"","","","","","",""
SO_3132,['SO_3132'],3262400,3262630,3262400,3262630,"","","","","","",""
dctP,['SO_3134'],3263024,3264043,3263024,3264043,"3263292","268","0.26","False","unambiguous","145_D8","13_B12"
dctQ,['SO_3135'],3264107,3264766,3264107,3264766,"3264128","21","0.03","False","unambiguous","345_A8","29_E10"
dctM,['SO_3136'],3264766,3266163,3264766,3266163,"3265767, 3265244","1001, 478","0.72, 0.34","True, True","unambiguous, unambiguous","388_D3, 253_G10","33_G7, 40_D6"
dctB,['SO_3137'],3266263,3268067,3266263,3268067,"3266850","587","0.33","False","unambiguous","395_A4","33_C11"
dctD,['SO_3138'],3268064,3269443,3268064,3269443,"3268125, 3268125, 3268125","61, 61, 61","0.04, 0.04, 0.04","True, False, True","unambiguous, unambiguous, unambiguous","41_B3, 41_B8, 41_B3","2_C8, 2_E8, 44_E7"
SO_3139,['SO_3139'],3269519,3272590,3272590,3269519,"3272181, 3272401","409, 189","0.13, 0.06","True, True","unambiguous, ambiguous","262_C6, 379_E2","22_H8, 43_A8"
tdk,['SO_3140'],3273028,3273606,3273606,3273028,"3273511","95","0.16","False","unambiguous","108_E1","12_G1"
SO_3141,['SO_3141'],3274143,3276071,3274143,3276071,"3274208","65","0.03","False","unambiguous","338_A6","29_G1"
dcp,['SO_3142'],3276293,3278443,3276293,3278443,"3276598","305","0.14","False","unambiguous","87_D9","4_E6"
lysW,['SO_3143'],3278827,3280385,3280385,3278827,"3280369","16","0.01","True","unambiguous","281_D2","24_B5"
etfA,['SO_3144'],3280757,3281683,3281683,3280757,"3280937","746","0.81","False","unambiguous","10_F5","7_F6"
etfB,['SO_3145'],3281684,3282433,3282433,3281684,"3282134","299","0.40","True","unambiguous","111_A6","12_E3"
SO_3146,['SO_3146'],3282744,3283136,3282744,3283136,"","","","","","",""
SO_3148,['SO_3148'],3283336,3286410,3283336,3286410,"3283565","229","0.07","True","unambiguous","77_F10","4_E1"
SO_3149,['SO_3149'],3286410,3287696,3286410,3287696,"3286555, 3286511","145, 101","0.11, 0.08","True, False","ambiguous, unambiguous","394_C2, 74_H3","43_D11, 45_H6"
rcsF,['SO_3150'],3287774,3288154,3287774,3288154,"3287799","25","0.07","True","ambiguous","22_G11","39_D5"
yaeB,['SO_3151'],3288255,3288989,3288255,3288989,"3288304","49","0.07","True","unambiguous","186_G8","38_G3"
SO_3152,['SO_3152'],3288990,3289619,3288990,3289619,"3289239","249","0.40","True","unambiguous","192_C6","38_H6"
proS,['SO_3154'],3289875,3291587,3289875,3291587,"","","","","","",""
SO_3155,['SO_3155'],3291863,3292987,3291863,3292987,"3292301","438","0.39","False","unambiguous","136_E2","6_B9"
SO_4798,['SO_4798'],3293256,3293498,3293256,3293498,"3293466","210","0.87","False","unambiguous","272_F7","23_D7"
wbfD,['SO_3157'],3293648,3294358,3293648,3294358,"3293656, 3293657","8, 9","0.01, 0.01","False, True","unambiguous, unambiguous","406_D4, 219_A10","34_E10, 39_H4"
wbfC,['SO_3158'],3294369,3295154,3294369,3295154,"3294404, 3294655","35, 286","0.04, 0.36","False, True","unambiguous, ambiguous","35_D1, 254_C12","2_H5, 40_H6"
wbfB,['SO_3159'],3295154,3297532,3295154,3297532,"3295726","572","0.24","False","ambiguous","262_B12","22_G8"
rfbc,['SO_3160'],3297552,3298091,3298091,3297552,"","","","","","",""
rfbA,['SO_3161'],3298078,3298260,3298260,3298078,"3298258","2","0.01","False","unambiguous","296_E9","25_H7"
SO_3162,['SO_3162'],3298465,3299826,3299826,3298465,"3299474","352","0.26","False","unambiguous","182_E7","16_E11"
nlpE,['SO_3163'],3300037,3300489,3300037,3300489,"3300488","451","1.00","False","unambiguous","149_B9","36_H12"
hutD,['SO_3164'],3300783,3301550,3300783,3301550,"3300969","186","0.24","False","unambiguous","165_F2","15_F6"
SO_3165,['SO_3165'],3301656,3302075,3301656,3302075,"","","","","","",""
SO_3166,['SO_3166'],3302072,3302473,3302072,3302473,"3302116","44","0.11","False","unambiguous","65_D10","10_H1"
rffG,['SO_3167'],3302667,3303698,3303698,3302667,"3303592","106","0.10","False","unambiguous","24_G5","8_H2"
SO_3168,['SO_3168'],3303962,3305170,3305170,3303962,"3304316","854","0.71","False","unambiguous","60_H8","9_H10"
SO_3169,['SO_3169'],3305365,3305742,3305742,3305365,"3305389, 3305413","353, 329","0.94, 0.87","True, True","unambiguous, unambiguous","41_G12, 65_C10","9_F1, 45_F3"
SO_3170,['SO_3170'],3305742,3307109,3307109,3305742,"3306759","350","0.26","False","unambiguous","379_E12","32_E8"
wbfY,['SO_3171'],3307625,3309565,3309565,3307625,"3309335","230","0.12","False","unambiguous","405_A6","34_A9"
wbfU,['SO_3172'],3309696,3310253,3310253,3309696,"3310121, 3309876, 3309876","132, 377, 377","0.24, 0.68, 0.68","False, True, True","unambiguous, ambiguous, ambiguous","9_D11, 206_B4, 206_B3","7_A6, 18_B10, 38_C12"
SO_3173,['SO_3173'],3310256,3311185,3311185,3310256,"3310941","244","0.26","False","unambiguous","179_C2","16_D9"
SO_3174,['SO_3174'],3311221,3312354,3312354,3311221,"3311994","360","0.32","False","unambiguous","123_F9","12_F11"
wbpQ,['SO_3175'],3312351,3314282,3314282,3312351,"3314139, 3314056","143, 226","0.07, 0.12","False, True","unambiguous, unambiguous","230_D7, 405_B5","20_C6, 34_B9"
SO_3176,['SO_3176'],3314283,3315404,3315404,3314283,"3315340, 3314892, 3315340","64, 512, 64","0.06, 0.46, 0.06","True, True, True","unambiguous, unambiguous, unambiguous","111_H5, 189_C11, 111_H5","5_E8, 17_C6, 36_D2"
SO_3177,['SO_3177'],3315435,3316196,3316196,3315435,"3315638","558","0.73","True","ambiguous","163_C2","37_D7"
SO_3178,['SO_3178'],3316189,3317166,3317166,3316189,"","","","","","",""
wzy,['SO_3179'],3317186,3318439,3318439,3317186,"3318302, 3317203, 3318302, 3317203","137, 1236, 137, 1236","0.11, 0.99, 0.11, 0.99","True, True, True, True","unambiguous, unambiguous, unambiguous, unambiguous","279_C2, 304_B3, 279_C2, 304_B3","24_E2, 41_B11, 41_E2, 41_C11"
wbnJ,['SO_4799'],3318436,3318969,3318969,3318436,"3318672","297","0.56","True","unambiguous","281_B3","41_E3"
wbnI,['SO_3180'],3318978,3319874,3319874,3318978,"","","","","","",""
wzx,['SO_3181'],3319861,3321366,3321366,3319861,"3321115","251","0.17","True","unambiguous","302_F10","41_F10"
wbnH,['SO_3182'],3321387,3321815,3321815,3321387,"3321783","32","0.07","True","unambiguous","182_A12","38_C2"
SO_3183,['SO_3183'],3321796,3322746,3322746,3321796,"3322596","150","0.16","False","unambiguous","96_B10","11_B6"
wbqC,['SO_3184'],3322753,3323475,3323475,3322753,"","","","","","",""
SO_3185,['SO_3185'],3323475,3324551,3324551,3323475,"3324158","393","0.37","False","unambiguous","94_B1","11_C4"
rmlA,['SO_3186'],3324548,3325462,3325462,3324548,"3324752","710","0.78","False","unambiguous","169_G5","15_H10"
SO_4800,['SO_4800'],3325466,3325830,3325830,3325466,"3325688, 3325709","142, 121","0.39, 0.33","True, False","unambiguous, unambiguous","114_G7, 217_F5","12_E5, 39_C4"
rfbB,['SO_3188'],3325917,3327044,3327044,3325917,"3326399, 3326654, 3326654, 3326943","645, 390, 390, 101","0.57, 0.35, 0.35, 0.09","True, True, True, True","unambiguous, unambiguous, unambiguous, unambiguous","171_G6, 261_F5, 265_F5, 172_H7","16_B1, 22_B8, 23_B1, 37_G10"
wbpP,['SO_3189'],3327047,3328069,3328069,3327047,"3327496","573","0.56","True","unambiguous","133_B3","36_E7"
wbpA,['SO_3190'],3328156,3329436,3329436,3328156,"3329232","204","0.16","False","unambiguous","372_G6","32_B2"
wzz,['SO_3191'],3329613,3330602,3330602,3329613,"3330459","143","0.14","True","unambiguous","52_A5","9_G6"
wzd,['SO_3192'],3330782,3331135,3331135,3330782,"3330907, 3330946, 3330946","228, 189, 189","0.65, 0.54, 0.54","True, True, True","unambiguous, unambiguous, unambiguous","284_C8, 107_B3, 107_B3","24_B8, 35_G12, 35_H12"
wza,['SO_3193'],3331308,3334073,3334073,3331308,"3333261","812","0.29","False","unambiguous","236_C8","20_H11"
SO_R0052,['SO_R0052'],3334208,3334245,3334245,3334208,"","","","","","",""
rfaH,['SO_3194'],3334742,3335242,3335242,3334742,"3335157","85","0.17","False","unambiguous","221_C6","19_G10"
SO_3195,['SO_3195'],3335717,3337219,3335717,3337219,"3336201, 3335907, 3336308","484, 190, 591","0.32, 0.13, 0.39","True, False, True","ambiguous, unambiguous, unambiguous","296_B6, 371_H3, 25_B3","25_E7, 31_F12, 40_G4"
SO_3196,['SO_3196'],3337536,3338639,3338639,3337536,"3338026, 3338544","613, 95","0.56, 0.09","True, False","ambiguous, unambiguous","71_G5, 2_D7","3_D10, 7_A2"
mlaA,['SO_3197'],3338760,3339545,3339545,3338760,"3339490, 3339346, 3339353","55, 199, 192","0.07, 0.25, 0.24","False, True, True","unambiguous, ambiguous, unambiguous","114_H2, 187_B7, 299_E12","12_F5, 17_C4, 25_H11"
SO_3198,['SO_3198'],3339764,3341602,3339764,3341602,"3340564, 3339890","800, 126","0.44, 0.07","True, False","unambiguous, unambiguous","284_F1, 239_C1","24_G8, 39_A12"
SO_3199,['SO_3199'],3341617,3341925,3341617,3341925,"3341679","62","0.20","False","unambiguous","387_F9","33_A7"
SO_3200,['SO_3200'],3342146,3342544,3342544,3342146,"3342359","185","0.46","True","ambiguous","138_E9","36_A9"
cheW,['SO_3202'],3342690,3343184,3343184,3342690,"3342918","266","0.54","True","unambiguous","184_C6","38_A3"
cheW,['SO_3203'],3343192,3344172,3344172,3343192,"3343714","458","0.47","False","unambiguous","255_D12","22_C4"
SO_3204,['SO_3204'],3344156,3344947,3344947,3344156,"3344725, 3344506","222, 441","0.28, 0.56","False, True","unambiguous, unambiguous","167_E10, 169_B3","15_H8, 37_B9"
SO_3205,['SO_3205'],3345010,3345504,3345504,3345010,"3345091, 3345167","413, 337","0.84, 0.68","True, False","unambiguous, unambiguous","279_C4, 376_D3","24_F2, 43_C7"
cheB,['SO_3206'],3345542,3346666,3346666,3345542,"3346652","14","0.01","True","unambiguous","29_A8","8_F6"
cheA,['SO_3207'],3346687,3348963,3348963,3346687,"3348853, 3347798","110, 1165","0.05, 0.51","False, True","unambiguous, ambiguous","295_E11, 299_C3","25_B7, 25_F11"
cheZ,['SO_3208'],3348979,3349716,3349716,3348979,"3349169","547","0.74","False","unambiguous","199_E12","18_G3"
cheY,['SO_3209'],3349730,3350113,3350113,3349730,"3350101","12","0.03","False","unambiguous","135_E7","13_F6"
fliA,['SO_3210'],3350161,3350874,3350874,3350161,"3350817, 3350868","57, 6","0.08, 0.01","True, False","unambiguous, unambiguous","174_A3, 291_E12","16_G2, 25_D2"
flhG,['SO_3211'],3350867,3351748,3351748,3350867,"3350868, 3351718","880, 30","1.00, 0.03","False, False","unambiguous, unambiguous","291_E12, 348_A2","25_D2, 30_B1"
flhF,['SO_3212'],3351753,3353129,3353129,3351753,"3353045, 3353045","84, 84","0.06, 0.06","False, True","unambiguous, unambiguous","88_G4, 88_G3","10_H12, 45_E10"
flhA,['SO_3213'],3353141,3355240,3355240,3353141,"3354877, 3355163, 3355231","363, 77, 9","0.17, 0.04, 0.00","True, True, False","ambiguous, unambiguous, ambiguous","48_D5, 332_D11, 198_A7","9_F4, 28_D8, 38_G8"
flhB,['SO_3215'],3355618,3356748,3356748,3355618,"3356551, 3356067","197, 681","0.17, 0.60","False, True","unambiguous, unambiguous","101_F9, 13_B3","11_D9, 36_G6"
fliR,['SO_3216'],3356773,3357570,3357570,3356773,"3356872","698","0.88","False","unambiguous","1_H8","7_G1"
fliQ,['SO_3217'],3357575,3357844,3357844,3357575,"3357770","74","0.28","False","unambiguous","204_A12","18_C8"
fliP,['SO_3218'],3357862,3358608,3358608,3357862,"3357972","636","0.85","False","unambiguous","339_E12","29_D4"
fliO,['SO_3219'],3358605,3359012,3359012,3358605,"3358815","197","0.48","False","unambiguous","365_E9","31_G6"
fliN,['SO_3220'],3359047,3359421,3359421,3359047,"3359316, 3359316","105, 105","0.28, 0.28","True, False","ambiguous, ambiguous","160_G5, 34_G5","15_C3, 42_H8"
fliM,['SO_3221'],3359434,3360465,3360465,3359434,"3360193, 3360321, 3360194, 3360171","272, 144, 271, 294","0.26, 0.14, 0.26, 0.29","False, True, True, True","ambiguous, ambiguous, ambiguous, unambiguous","28_H8, 57_D1, 184_C5, 195_B3","8_E6, 9_D9, 17_A1, 38_G7"
fliL,['SO_3222'],3360505,3361029,3361029,3360505,"3360689","340","0.65","False","unambiguous","331_H1","28_B8"
fliK,['SO_3223'],3361112,3362695,3362695,3361112,"3362053, 3362645","642, 50","0.41, 0.03","True, False","unambiguous, unambiguous","118_E4, 149_H3","12_B8, 36_G12"
fliJ,['SO_3224'],3362839,3363282,3363282,3362839,"3363135","147","0.33","False","unambiguous","112_D10","12_B4"
fliI,['SO_3225'],3363294,3364631,3364631,3363294,"3364588","43","0.03","True","ambiguous","219_C2","19_E9"
fliH,['SO_3226'],3364600,3365550,3365550,3364600,"3365091, 3364867, 3364916, 3364916","459, 683, 634, 634","0.48, 0.72, 0.67, 0.67","True, True, True, True","unambiguous, unambiguous, ambiguous, ambiguous","174_G2, 116_A5, 304_B3, 304_B3","16_D3, 36_D3, 41_B11, 41_C11"
fliG,['SO_3227'],3365537,3366583,3366583,3365537,"3366367, 3366449, 3366350","216, 134, 233","0.21, 0.13, 0.22","True, False, True","ambiguous, unambiguous, unambiguous","189_F3, 208_G2, 26_G3","17_G6, 18_A12, 40_A9"
fliF,['SO_3228'],3366576,3368276,3368276,3366576,"3367211, 3367188","1065, 1088","0.63, 0.64","False, True","unambiguous, unambiguous","348_H2, 263_B3","30_F2, 40_C10"
fliE,['SO_3229'],3368310,3368648,3368648,3368310,"3368626","22","0.07","False","unambiguous","414_D4","35_B6"
flrC,['SO_3230'],3368840,3370180,3370180,3368840,"3370158","22","0.02","False","unambiguous","21_G6","7_E12"
flrB,['SO_3231'],3370173,3371255,3371255,3370173,"3371174, 3370550","81, 705","0.07, 0.65","False, True","unambiguous, unambiguous","156_B5, 192_A3","14_B8, 38_D6"
flrA,['SO_3232'],3371364,3372797,3372797,3371364,"3372624","173","0.12","True","unambiguous","187_G11","17_H4"
fliS,['SO_3233'],3373092,3373502,3373502,3373092,"3373197","305","0.74","False","unambiguous","346_G3","29_F11"
fliT,['SO_3234'],3373509,3373829,3373829,3373509,"3373651, 3373786","178, 43","0.56, 0.13","True, False","unambiguous, unambiguous","160_G5, 167_F12","15_C3, 37_F8"
fliD,['SO_3235'],3373858,3375228,3375228,3373858,"3375063","165","0.12","False","unambiguous","215_F7","19_F5"
flaG,['SO_3236'],3375271,3375657,3375657,3375271,"3375420","237","0.61","False","unambiguous","199_F2","18_A4"
fliC,['SO_3237'],3375787,3376605,3376605,3375787,"3376333","272","0.33","False","unambiguous","240_A10","40_A1"
fliC,['SO_3238'],3376861,3377682,3377682,3376861,"3377416, 3377416","266, 266","0.32, 0.32","False, False","unambiguous, unambiguous","77_C7, 77_C7","10_G7, 11_A1"
flgL,['SO_3239'],3377778,3378989,3378989,3377778,"3378803","186","0.15","False","unambiguous","376_C9","32_E4"
flgK,['SO_3240'],3379001,3380926,3380926,3379001,"3380425","501","0.26","True","unambiguous","41_E3","9_D1"
flgJ,['SO_3241'],3380967,3382121,3382121,3380967,"3381910","211","0.18","False","ambiguous","22_A2","7_G12"
flgI,['SO_3242'],3382139,3383230,3383230,3382139,"3383200, 3383200","30, 30","0.03, 0.03","False, True","unambiguous, unambiguous","146_B8, 146_B3","14_A1, 36_A12"
flgH,['SO_3243'],3383242,3383916,3383916,3383242,"3383828, 3383703","88, 213","0.13, 0.32","True, False","ambiguous, unambiguous","107_H1, 241_D3","12_E1, 21_D4"
flgG,['SO_3244'],3383929,3384717,3384717,3383929,"3384314, 3384582","403, 135","0.51, 0.17","True, False","unambiguous, unambiguous","55_E4, 146_H11","9_D8, 36_H11"
flgF,['SO_3245'],3384728,3385471,3385471,3384728,"3385451, 3385454","20, 17","0.03, 0.02","True, True","unambiguous, unambiguous","141_C11, 290_B3","13_G9, 41_G6"
flgE,['SO_3247'],3385644,3387005,3387005,3385644,"3386417","588","0.43","False","unambiguous","236_A3","20_F11"
flgD,['SO_3248'],3387073,3387852,3387852,3387073,"3387549","303","0.39","False","unambiguous","263_G11","22_F10"
flgC,['SO_3249'],3387877,3388293,3388293,3387877,"3388188","105","0.25","False","unambiguous","180_E10","16_B10"
flgB,['SO_3250'],3388296,3388700,3388700,3388296,"3388555","145","0.36","True","unambiguous","169_A2","15_A10"
cheR,['SO_3251'],3388844,3389677,3389677,3388844,"3389615","62","0.07","False","unambiguous","164_D1","15_A6"
cheV,['SO_3252'],3389786,3390706,3390706,3389786,"3390370, 3390163","336, 543","0.37, 0.59","False, True","unambiguous, unambiguous","163_E10, 368_B3","15_C5, 43_D5"
flgA,['SO_3253'],3390912,3391619,3390912,3391619,"3391262","350","0.50","False","unambiguous","60_C12","3_C4"
flgM,['SO_3254'],3391695,3392015,3391695,3392015,"3391706","11","0.03","True","unambiguous","26_H9","40_B9"
flgN,['SO_3255'],3392025,3392450,3392025,3392450,"","","","","","",""
flgP,['SO_3256'],3392568,3393017,3393017,3392568,"3392816","201","0.45","False","ambiguous","102_F7","11_A10"
flgO,['SO_3257'],3393014,3393646,3393646,3393014,"3393262, 3393561","384, 85","0.61, 0.13","True, False","unambiguous, unambiguous","133_A10, 71_H6","13_G5, 45_C6"
flgT,['SO_3258'],3393920,3395095,3393920,3395095,"3394360, 3394403","440, 483","0.37, 0.41","False, True","unambiguous, unambiguous","207_F6, 295_B3","18_A11, 41_F7"
SO_t078,['SO_t078'],3395151,3395226,3395151,3395226,"","","","","","",""
maf,['SO_3259'],3395274,3396599,3395274,3396599,"3395465, 3395554, 3395666, 3395304","191, 280, 392, 30","0.14, 0.21, 0.30, 0.02","True, True, True, True","unambiguous, unambiguous, unambiguous, unambiguous","214_E9, 108_B3, 207_B3, 97_C4","19_C5, 36_B1, 38_H12, 46_D2"
SO_3260,['SO_3260'],3396599,3396868,3396599,3396868,"3396834","235","0.87","False","unambiguous","38_E10","8_D12"
SO_3261,['SO_3261'],3396936,3397808,3396936,3397808,"3396959","23","0.03","False","unambiguous","25_D3","1_E12"
SO_3262,['SO_3262'],3397808,3399553,3397808,3399553,"3397830, 3398820, 3398246","22, 1012, 438","0.01, 0.58, 0.25","True, True, True","unambiguous, ambiguous, unambiguous","64_D2, 166_E4, 171_G4","3_A7, 15_H7, 37_D10"
SO_3263,['SO_3263'],3399546,3400280,3399546,3400280,"3399978","432","0.59","False","unambiguous","38_C5","2_H6"
SO_3264,['SO_3264'],3400300,3401487,3400300,3401487,"3400465","165","0.14","False","unambiguous","281_E8","24_C5"
SO_3265,['SO_3265'],3401484,3402722,3401484,3402722,"3401746","262","0.21","False","unambiguous","252_C5","22_E1"
SO_3266,['SO_3266'],3402746,3403948,3403948,3402746,"3403111, 3403094, 3403330","837, 854, 618","0.70, 0.71, 0.51","True, True, True","ambiguous, ambiguous, unambiguous","136_F5, 175_B7, 349_D8","13_D7, 16_F3, 42_B12"
SO_3267,['SO_3267'],3403969,3404880,3404880,3403969,"3404730","150","0.16","False","unambiguous","220_A9","19_A10"
SO_3268,['SO_3268'],3405088,3407004,3405088,3407004,"3405114, 3406514","26, 1426","0.01, 0.74","True, True","unambiguous, unambiguous","54_F1, 247_B3","3_G1, 40_C3"
