Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags
273,PR13,PC21,H7,"2768559, 3303430","ambiguous, unambiguous","None, rffG","NA,268","NA, 0.26","None, SO_3167"
273,PR13,PC21,H8,"","","","","",""
273,PR13,PC21,H9,"2144064","unambiguous","SO_2045","825","0.70","SO_2045"
273,PR13,PC21,H10,"620025, 669072, 4480248","unambiguous, ambiguous, ambiguous","None, SO_0640, None","NA,906,NA","NA, 0.91, NA","None, SO_0640, None"
273,PR13,PC21,H11,"332682, 436809","ambiguous, unambiguous","SO_0329, ampE","345,531","0.95, 0.62","SO_0329, SO_0422"
273,PR13,PC21,H12,"881391","unambiguous","glyP","175","0.13","SO_0858"
274,PR14,PC01,A1,"3841793","unambiguous","SO_3690","34","0.03","SO_3690"
274,PR14,PC01,A2,"3558814","unambiguous","slyD","489","0.73","SO_3417"
274,PR14,PC01,A3,"4250366, 4323775","ambiguous, ambiguous","SO_4093, SO_4149","1943,14164","0.47, 0.94","SO_4093, SO_4149"
274,PR14,PC01,A4,"4432163","unambiguous","pyrE","10","0.02","SO_4255"
274,PR14,PC01,A5,"2742466, 4739010","unambiguous, ambiguous","SO_2606, None","976,NA","0.37, NA","SO_2606, None"
274,PR14,PC01,A6,"4486978","unambiguous","lysA","365","0.29","SO_4309"
274,PR14,PC01,A7,"151843","unambiguous","ptrB","324","0.15","SO_0144"
274,PR14,PC01,A8,"2355524","ambiguous","SO_2239","134","0.35","SO_2239"
274,PR14,PC01,A9,"2685912","unambiguous","None","NA","NA","None"
274,PR14,PC01,A10,"","","","","",""
274,PR14,PC01,A11,"1166218, 2441392","ambiguous, unambiguous","proA, ybfF","1068,347","0.84, 0.45","SO_1122, SO_2333"
274,PR14,PC01,A12,"23688, 87093, 223524","ambiguous, unambiguous, ambiguous","fadA, icfE, None","782,32,NA","0.67, 0.02, NA","SO_0020, SO_0075, None"
274,PR14,PC01,B1,"4699638","ambiguous","fdhT","208","0.31","SO_4507"
274,PR14,PC01,B2,"","","","","",""
274,PR14,PC01,B3,"1098806, 2466415, 3055692, 3084351, 3454014, 4169258, 4250366, 4429670, 4699638, 5008967","unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous, ambiguous, unambiguous, ambiguous, unambiguous","SO_1059, ccoI, gltS, SO_2945, SO_3303, SO_4019, SO_4093, SO_4252, fdhT, SO_A0049","1159,1241,859,313,367,2470,1943,1139,208,1957","0.44, 0.52, 0.70, 0.35, 0.15, 0.91, 0.47, 0.57, 0.31, 0.90","SO_1059, SO_2359, SO_2923, SO_2945, SO_3303, SO_4019, SO_4093, SO_4252, SO_4507, SO_A0049"
274,PR14,PC01,B4,"1098806, 3055692, 4999722","unambiguous, unambiguous, unambiguous","SO_1059, gltS, SO_A0039","1159,859,337","0.44, 0.70, 0.31","SO_1059, SO_2923, SO_A0039"
274,PR14,PC01,B5,"2466415","unambiguous","ccoI","1241","0.52","SO_2359"
274,PR14,PC01,B6,"3454014","ambiguous","SO_3303","367","0.15","SO_3303"
274,PR14,PC01,B7,"151843, 3454014, 4169258","unambiguous, ambiguous, unambiguous","ptrB, SO_3303, SO_4019","324,367,2470","0.15, 0.15, 0.91","SO_0144, SO_3303, SO_4019"
274,PR14,PC01,B8,"3084351","unambiguous","SO_2945","313","0.35","SO_2945"
274,PR14,PC01,B9,"","","","","",""
274,PR14,PC01,B10,"","","","","",""
274,PR14,PC01,B11,"811122","ambiguous","SO_0798","1527","0.71","SO_0798"
274,PR14,PC01,B12,"5008967","unambiguous","SO_A0049","1957","0.90","SO_A0049"
274,PR14,PC01,C1,"2103049","unambiguous","None","NA","NA","None"
274,PR14,PC01,C2,"3863476, 3969483","unambiguous, unambiguous","None, glnK","NA,150","NA, 0.44","None, SO_3819"
274,PR14,PC01,C3,"","","","","",""
274,PR14,PC01,C4,"22304, 1505410, 2580034, 5079827","ambiguous, ambiguous, ambiguous, unambiguous","None, SO_1442, None, SO_A0124","NA,470,NA,784","NA, 0.32, NA, 0.97","None, SO_1442, None, SO_A0124"
274,PR14,PC01,C5,"4080628","unambiguous","rnr","1330","0.55","SO_3935"
274,PR14,PC01,C6,"3397517","unambiguous","SO_3261","581","0.67","SO_3261"
274,PR14,PC01,C7,"4914678","unambiguous","None","NA","NA","None"
274,PR14,PC01,C8,"2477453","unambiguous","None","NA","NA","None"
274,PR14,PC01,C9,"1142352","unambiguous","SO_1100","488","0.44","SO_1100"
274,PR14,PC01,C10,"335752","unambiguous","dsbA","67","0.11","SO_0333"
274,PR14,PC01,C11,"","","","","",""
274,PR14,PC01,C12,"4499394","unambiguous","bpfA","4232","0.51","SO_4317"
274,PR14,PC01,D1,"1535023","unambiguous","SO_4774","233","0.87","SO_4774"
274,PR14,PC01,D2,"819332","unambiguous","phoD","1604","0.91","SO_0806"
274,PR14,PC01,D3,"726915, 3415631","unambiguous, unambiguous","SO_0709, SO_3275","762,165","0.30, 0.29","SO_0709, SO_3275"
274,PR14,PC01,D4,"4152387","unambiguous","SO_4008","994","0.27","SO_4008"
274,PR14,PC01,D5,"1277641, 4599017","unambiguous, ambiguous","torT, katG","374,368","0.35, 0.17","SO_1229, SO_4405"
274,PR14,PC01,D6,"","","","","",""
274,PR14,PC01,D7,"379363","unambiguous","SO_0367","1113","1.00","SO_0367"
274,PR14,PC01,D8,"615892, 3273211","unambiguous, unambiguous","SO_0588, tdk","432,395","0.13, 0.68","SO_0588, SO_3140"
274,PR14,PC01,D9,"1794244, 3254419","ambiguous, unambiguous","SO_1705, SO_3127","444,1545","0.44, 0.95","SO_1705, SO_3127"
274,PR14,PC01,D10,"2058161, 2450380","unambiguous, unambiguous","ggtA, nadA","1402,93","0.81, 0.09","SO_1952, SO_2342"
274,PR14,PC01,D11,"5062857","unambiguous","SO_A0110","2961","0.70","SO_A0110"
274,PR14,PC01,D12,"814154, 3970523, 4499394","ambiguous, unambiguous, unambiguous","SO_0801, amtB, bpfA","188,862,4232","0.21, 0.65, 0.51","SO_0801, SO_3820, SO_4317"
274,PR14,PC01,E1,"4074285","unambiguous","hydF","939","0.79","SO_3926"
274,PR14,PC01,E2,"","","","","",""
274,PR14,PC01,E3,"4600577","unambiguous","SO_4407","826","0.80","SO_4407"
274,PR14,PC01,E4,"4074285, 4999722","unambiguous, unambiguous","hydF, SO_A0039","939,337","0.79, 0.31","SO_3926, SO_A0039"
274,PR14,PC01,E5,"4899247","unambiguous","SO_4698","450","0.85","SO_4698"
274,PR14,PC01,E6,"1350805","unambiguous","SO_1299","406","0.33","SO_1299"
274,PR14,PC01,E7,"379363","unambiguous","SO_0367","1113","1.00","SO_0367"
274,PR14,PC01,E8,"982985","unambiguous","srmB","474","0.38","SO_0947"
274,PR14,PC01,E9,"4581022","unambiguous","SO_4385","692","0.51","SO_4385"
274,PR14,PC01,E10,"162616","unambiguous","SO_0154","874","0.78","SO_0154"
274,PR14,PC01,E11,"4144528","unambiguous","SO_4003","538","0.50","SO_4003"
274,PR14,PC01,E12,"23688","ambiguous","fadA","782","0.67","SO_0020"
274,PR14,PC01,F1,"","","","","",""
274,PR14,PC01,F2,"2141306","unambiguous","yedY","1002","0.97","SO_2042"
274,PR14,PC01,F3,"1816486","unambiguous","SO_1732","165","0.24","SO_1732"
274,PR14,PC01,F4,"764774, 2865510","unambiguous, ambiguous","fpr, SO_2744","572,1441","0.76, 0.81","SO_0747, SO_2744"
274,PR14,PC01,F5,"1438068","unambiguous","SO_1381","43","0.07","SO_1381"
274,PR14,PC01,F6,"4844821","unambiguous","SO_4648","1250","0.92","SO_4648"
274,PR14,PC01,F7,"950699","unambiguous","None","NA","NA","None"
274,PR14,PC01,F8,"198929","unambiguous","SO_0189","6441","0.85","SO_0189"
274,PR14,PC01,F9,"3421562","unambiguous","SO_3279","2600","0.84","SO_3279"
274,PR14,PC01,F10,"3916794","unambiguous","kvaP","103","0.12","SO_3768"
274,PR14,PC01,F11,"","","","","",""
274,PR14,PC01,F12,"2529651","unambiguous","sppA","699","0.38","SO_2420"
274,PR14,PC01,G1,"792200","unambiguous","gcvT","303","0.28","SO_0779"
274,PR14,PC01,G2,"","","","","",""
274,PR14,PC01,G3,"1845075","unambiguous","SO_1766","317","0.12","SO_1766"
274,PR14,PC01,G4,"4724496","unambiguous","trmL","317","0.68","SO_4529"
274,PR14,PC01,G5,"1251614, 4599017","unambiguous, ambiguous","truB, katG","484,368","0.51, 0.17","SO_1206, SO_4405"
274,PR14,PC01,G6,"1076457","unambiguous","cobU","96","0.16","SO_1037"
274,PR14,PC01,G7,"4006068","unambiguous","SO_3859","1067","0.56","SO_3859"
274,PR14,PC01,G8,"2355524, 4650870.0","ambiguous, unambiguous","SO_2239, SO_4463","134,686","0.35, 0.70","SO_2239, SO_4463"
274,PR14,PC01,G9,"","","","","",""
274,PR14,PC01,G10,"1788629","unambiguous","SO_1699","1213","0.38","SO_1699"
274,PR14,PC01,G11,"2097077","unambiguous","SO_1997","1349","0.70","SO_1997"
274,PR14,PC01,G12,"1862208","unambiguous","omcA","1692","0.77","SO_1779"
274,PR14,PC01,H1,"1580581","unambiguous","SO_1506","435","0.32","SO_1506"
274,PR14,PC01,H2,"3398367","unambiguous","SO_3262","559","0.32","SO_3262"
274,PR14,PC01,H3,"","","","","",""
274,PR14,PC01,H4,"2230078","unambiguous","cheR","36","0.04","SO_2124"
274,PR14,PC01,H5,"","","","","",""
274,PR14,PC01,H6,"","","","","",""
274,PR14,PC01,H7,"1863437","unambiguous","omcA","463","0.21","SO_1779"
274,PR14,PC01,H8,"1706010","unambiguous","purU","297","0.34","SO_1624"
274,PR14,PC01,H9,"4225947","unambiguous","None","NA","NA","None"
274,PR14,PC01,H10,"2738978","unambiguous","proQ","15","0.02","SO_2602"
274,PR14,PC01,H11,"888124, 1015257","unambiguous, ambiguous","SO_0860, SO_0987","64,156","0.06, 0.09","SO_0860, SO_0987"
274,PR14,PC01,H12,"3092725","unambiguous","H","497","0.18","SO_2953"
275,PR14,PC02,A1,"1144752, 2976063","ambiguous, unambiguous","SO_1102, None","969,NA","0.47, NA","SO_1102, None"
275,PR14,PC02,A2,"72448","ambiguous","SO_0066","84","0.01","SO_0066"
275,PR14,PC02,A3,"","","","","",""
275,PR14,PC02,A4,"518213","unambiguous","SO_4765","9","0.03","SO_4765"
275,PR14,PC02,A5,"5082756","unambiguous","SO_A0127","94","0.73","SO_A0127"
275,PR14,PC02,A6,"1144752","ambiguous","SO_1102","969","0.47","SO_1102"
275,PR14,PC02,A7,"2684995","unambiguous","None","NA","NA","None"
275,PR14,PC02,A8,"4123470","unambiguous","lysC","955","0.70","SO_3986"
275,PR14,PC02,A9,"","","","","",""
275,PR14,PC02,A10,"3918987, 4939462","ambiguous, ambiguous","ygiF, lypA","77,774","0.05, 0.78","SO_3769, SO_4733"
275,PR14,PC02,A11,"202981, 3168517","unambiguous, ambiguous","SO_0193, pip","567,1130","0.93, 0.88","SO_0193, SO_3055"
275,PR14,PC02,A12,"651247, 4220206, 4459288","unambiguous, ambiguous, unambiguous","crp, purC, SO_4280","133,503,260","0.21, 0.46, 0.46","SO_0624, SO_4066, SO_4280"
275,PR14,PC02,B1,"4636397","unambiguous","modC","919","0.83","SO_4446"
275,PR14,PC02,B2,"","","","","",""
275,PR14,PC02,B3,"172532, 610360, 1474955, 1800480, 2719938, 3865566, 4350519, 4567498, 4636397, 4750509, 4763694, 5117036","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","gspD, SO_0584, SO_1417, SO_1712, pyrD, None, mxdC, SO_4373, modC, SO_4554, None, None","231,1024,630,212,875,NA,534,1376,919,452,NA,NA","0.11, 0.65, 0.35, 0.14, 0.86, NA, 0.51, 0.76, 0.83, 0.76, NA, NA","SO_0166, SO_0584, SO_1417, SO_1712, SO_2592, None, SO_4178, SO_4373, SO_4446, SO_4554, None, None"
275,PR14,PC02,B4,"1590498, 4750509","ambiguous, unambiguous","None, SO_4554","NA,452","NA, 0.76","None, SO_4554"
275,PR14,PC02,B5,"3865566","unambiguous","None","NA","NA","None"
275,PR14,PC02,B6,"172532","unambiguous","gspD","231","0.11","SO_0166"
275,PR14,PC02,B7,"1474955","unambiguous","SO_1417","630","0.35","SO_1417"
275,PR14,PC02,B8,"4763694","unambiguous","None","NA","NA","None"
275,PR14,PC02,B9,"1800480","unambiguous","SO_1712","212","0.14","SO_1712"
275,PR14,PC02,B10,"2719938, 3943147","unambiguous, ambiguous","pyrD, SO_3791","875,871","0.86, 0.73","SO_2592, SO_3791"
275,PR14,PC02,B11,"4350519, 5117036","unambiguous, unambiguous","mxdC, None","534,NA","0.51, NA","SO_4178, None"
275,PR14,PC02,B12,"4567498","unambiguous","SO_4373","1376","0.76","SO_4373"
275,PR14,PC02,C1,"","","","","",""
275,PR14,PC02,C2,"4738434","unambiguous","SO_4539","521","0.11","SO_4539"
275,PR14,PC02,C3,"1807208","unambiguous","SO_1720","97","0.15","SO_1720"
275,PR14,PC02,C4,"852053","unambiguous","endA","40","0.05","SO_0833"
275,PR14,PC02,C5,"4310395","unambiguous","SO_4149","784","0.05","SO_4149"
275,PR14,PC02,C6,"719939","unambiguous","SO_0702","503","0.37","SO_0702"
275,PR14,PC02,C7,"1279107, 4890985","unambiguous, unambiguous","torS, None","1032,NA","0.34, NA","SO_1230, None"
275,PR14,PC02,C8,"1490303","unambiguous","dmsF","1120","0.56","SO_1428"
275,PR14,PC02,C9,"3131119","unambiguous","trpE","1257","0.73","SO_3019"
275,PR14,PC02,C10,"972778, 4939462","unambiguous, ambiguous","SO_0942, lypA","202,774","0.14, 0.78","SO_0942, SO_4733"
275,PR14,PC02,C11,"4466599","unambiguous","motB","54","0.07","SO_4286"
275,PR14,PC02,C12,"390949, 1866300, 4071580","ambiguous, unambiguous, unambiguous","SO_0379, mtrE, hydG","574,1940,1432","0.81, 0.91, 1.00","SO_0379, SO_1781, SO_3923"
275,PR14,PC02,D1,"549743","unambiguous","rmrB","1497","0.92","SO_0525"
275,PR14,PC02,D2,"3866814","unambiguous","None","NA","NA","None"
275,PR14,PC02,D3,"773356","unambiguous","SO_0757","1065","0.90","SO_0757"
275,PR14,PC02,D4,"3898493","unambiguous","SO_3750","1250","0.88","SO_3750"
275,PR14,PC02,D5,"306174, 898157","ambiguous, unambiguous","lppC, SO_0867","315,2293","0.17, 0.91","SO_0300, SO_0867"
275,PR14,PC02,D6,"","","","","",""
275,PR14,PC02,D7,"306174, 4914417","ambiguous, unambiguous","lppC, None","315,NA","0.17, NA","SO_0300, None"
275,PR14,PC02,D8,"4433350","unambiguous","SO_4257","80","0.09","SO_4257"
275,PR14,PC02,D9,"4938506","unambiguous","SO_4732","1724","0.96","SO_4732"
275,PR14,PC02,D10,"1368576, 4859313","unambiguous, unambiguous","anmK, yhiR","1082,788","0.98, 0.93","SO_1313, SO_4659"
275,PR14,PC02,D11,"3592256","unambiguous","None","NA","NA","None"
275,PR14,PC02,D12,"1828940, 4220206","unambiguous, ambiguous","SO_1748, purC","176,503","0.12, 0.46","SO_1748, SO_4066"
275,PR14,PC02,E1,"","","","","",""
275,PR14,PC02,E2,"1088809","unambiguous","opgD","967","0.60","SO_1051"
275,PR14,PC02,E3,"515646","unambiguous","SO_0491","1153","0.54","SO_0491"
275,PR14,PC02,E4,"","","","","",""
275,PR14,PC02,E5,"","","","","",""
275,PR14,PC02,E6,"553609","unambiguous","None","NA","NA","None"
275,PR14,PC02,E7,"1534158","unambiguous","SO_1469","238","0.94","SO_1469"
275,PR14,PC02,E8,"202982","unambiguous","SO_0193","568","0.93","SO_0193"
275,PR14,PC02,E9,"1374819","unambiguous","SO_1320","63","0.17","SO_1320"
275,PR14,PC02,E10,"1632898","unambiguous","rdgC","143","0.16","SO_1556"
275,PR14,PC02,E11,"3275183, 3376684","ambiguous, unambiguous","SO_3141, None","1040,NA","0.54, NA","SO_3141, None"
275,PR14,PC02,E12,"390949, 615501, 5057603","ambiguous, unambiguous, ambiguous","SO_0379, SO_0588, None","574,823,NA","0.81, 0.26, NA","SO_0379, SO_0588, None"
275,PR14,PC02,F1,"1303644","unambiguous","SO_1254","236","0.28","SO_1254"
275,PR14,PC02,F2,"72448","ambiguous","SO_0066","84","0.01","SO_0066"
275,PR14,PC02,F3,"4014126","unambiguous","SO_3866","1169","0.92","SO_3866"
275,PR14,PC02,F4,"1106141","unambiguous","exeM","618","0.24","SO_1066"
275,PR14,PC02,F5,"32325","unambiguous","trkI","1369","0.95","SO_0028"
275,PR14,PC02,F6,"370767","unambiguous","gmk","597","0.96","SO_0361"
275,PR14,PC02,F7,"4755026","unambiguous","SO_4557","278","0.15","SO_4557"
275,PR14,PC02,F8,"","","","","",""
275,PR14,PC02,F9,"3772101","unambiguous","None","NA","NA","None"
275,PR14,PC02,F10,"1368576","unambiguous","anmK","1082","0.98","SO_1313"
275,PR14,PC02,F11,"4476921","ambiguous","pnuR","157","0.23","SO_4298"
275,PR14,PC02,F12,"639779","unambiguous","SO_0614","1415","0.57","SO_0614"
275,PR14,PC02,G1,"","","","","",""
275,PR14,PC02,G2,"","","","","",""
275,PR14,PC02,G3,"4913176","unambiguous","SO_4711","1099","0.93","SO_4711"
275,PR14,PC02,G4,"5075853","unambiguous","SO_A0118","511","0.91","SO_A0118"
275,PR14,PC02,G5,"1431076","unambiguous","None","NA","NA","None"
275,PR14,PC02,G6,"3399475","unambiguous","SO_3262","1667","0.96","SO_3262"
275,PR14,PC02,G7,"4520093","unambiguous","vexA","527","0.17","SO_4328"
275,PR14,PC02,G8,"1366078","unambiguous","None","NA","NA","None"
275,PR14,PC02,G9,"","","","","",""
275,PR14,PC02,G10,"3862612, 4939462","unambiguous, ambiguous","None, lypA","NA,774","NA, 0.78","None, SO_4733"
275,PR14,PC02,G11,"4476921","ambiguous","pnuR","157","0.23","SO_4298"
275,PR14,PC02,G12,"2099193","unambiguous","SO_1999","230","0.35","SO_1999"
275,PR14,PC02,H1,"1144752, 3498877","ambiguous, unambiguous","SO_1102, None","969,NA","0.47, NA","SO_1102, None"
275,PR14,PC02,H2,"4450862","unambiguous","SO_4271","373","0.41","SO_4271"
275,PR14,PC02,H3,"4445310","unambiguous","hsdR","2540","0.71","SO_4267"
275,PR14,PC02,H4,"74900, 1448892","unambiguous, unambiguous","SO_0066, atoE","2536,609","0.45, 0.46","SO_0066, SO_1391"
275,PR14,PC02,H5,"4153242","unambiguous","SO_4008","139","0.04","SO_4008"
275,PR14,PC02,H6,"1144752","ambiguous","SO_1102","969","0.47","SO_1102"
275,PR14,PC02,H7,"4765900","unambiguous","SO_4571","426","0.44","SO_4571"
275,PR14,PC02,H8,"3244265","unambiguous","SO_3115","54","0.26","SO_3115"
275,PR14,PC02,H9,"375377","unambiguous","SO_0364","836","0.80","SO_0364"
275,PR14,PC02,H10,"3918987, 4939462","ambiguous, ambiguous","ygiF, lypA","77,774","0.05, 0.78","SO_3769, SO_4733"
275,PR14,PC02,H11,"3867422","unambiguous","SO_3722","225","0.27","SO_3722"
275,PR14,PC02,H12,"2710889","unambiguous","SO_2583","572","0.70","SO_2583"
276,PR14,PC03,A1,"945346, 4220304","ambiguous, unambiguous","SO_0916, purC","64,601","0.07, 0.54","SO_0916, SO_4066"
276,PR14,PC03,A2,"30738.0","unambiguous","hemG","180","0.34","SO_0025"
276,PR14,PC03,A3,"850178, 3400257","ambiguous, ambiguous","gshB, SO_3263","305,711","0.32, 0.97","SO_0831, SO_3263"
276,PR14,PC03,A4,"485548","unambiguous","SO_0459","293","0.20","SO_0459"
276,PR14,PC03,A5,"1875158","unambiguous","miaE","113","0.14","SO_1788"
276,PR14,PC03,A6,"","","","","",""
276,PR14,PC03,A7,"32245, 4594142","ambiguous, ambiguous","None, rbn","NA,429","NA, 0.48","None, SO_4401"
276,PR14,PC03,A8,"1363578","ambiguous","None","NA","NA","None"
276,PR14,PC03,A9,"4520801","unambiguous","vexA","1235","0.40","SO_4328"
276,PR14,PC03,A10,"850178, 5038941","ambiguous, unambiguous","gshB, SO_A0089","305,1240","0.32, 0.29","SO_0831, SO_A0089"
276,PR14,PC03,A11,"70296, 1382123","unambiguous, ambiguous","SO_0063, gltB","708,675","0.54, 0.15","SO_0063, SO_1325"
276,PR14,PC03,A12,"4192369","unambiguous","SO_4036","223","0.42","SO_4036"
276,PR14,PC03,B1,"2027692, 4220304","unambiguous, unambiguous","SO_1924, purC","124,601","0.04, 0.54","SO_1924, SO_4066"
276,PR14,PC03,B2,"30738","ambiguous","hemG","180","0.34","SO_0025"
276,PR14,PC03,B3,"1606383, 1750429, 2027692, 2088355, 3400257, 4196807, 4732322","unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous, ambiguous","None, SO_1662, SO_1924, None, SO_3263, None, SO_4811","NA,120,124,NA,711,NA,1174","NA, 0.28, 0.04, NA, 0.97, NA, 0.88","None, SO_1662, SO_1924, None, SO_3263, None, SO_4811"
276,PR14,PC03,B4,"1606383","unambiguous","None","NA","NA","None"
276,PR14,PC03,B5,"","","","","",""
276,PR14,PC03,B6,"","","","","",""
276,PR14,PC03,B7,"","","","","",""
276,PR14,PC03,B8,"758390, 4549680","unambiguous, ambiguous","ggtB, SO_4356","939,410","0.55, 0.20","SO_0741, SO_4356"
276,PR14,PC03,B9,"4732322","ambiguous","SO_4811","1174","0.88","SO_4811"
276,PR14,PC03,B10,"2147931","unambiguous","SO_2048","481","0.30","SO_2048"
276,PR14,PC03,B11,"564271, 2088355","ambiguous, unambiguous","None, None","NA,NA","NA, NA","None, None"
276,PR14,PC03,B12,"4196807","unambiguous","None","NA","NA","None"
276,PR14,PC03,C1,"","","","","",""
276,PR14,PC03,C2,"184574, 4993692","unambiguous, ambiguous","phyH, SO_A0031","269,1102","0.13, 0.59","SO_0180, SO_A0031"
276,PR14,PC03,C3,"737882, 2069717, 4014226","unambiguous, unambiguous, unambiguous","None, hmgA, SO_3866","NA,117,1269","NA, 0.10, 1.00","None, SO_1963, SO_3866"
276,PR14,PC03,C4,"4773660","unambiguous","fimA","489","0.87","SO_4579"
276,PR14,PC03,C5,"3107557","unambiguous","SO_2978","446","0.37","SO_2978"
276,PR14,PC03,C6,"471602, 1990807","unambiguous, unambiguous","None, liuD","NA,1708","NA, 0.82","None, SO_1894"
276,PR14,PC03,C7,"64141, 4993692","unambiguous, ambiguous","SO_0056, SO_A0031","712,1102","0.94, 0.59","SO_0056, SO_A0031"
276,PR14,PC03,C8,"4014226.0","unambiguous","SO_3866","1269","1.00","SO_3866"
276,PR14,PC03,C9,"5012352","unambiguous","None","NA","NA","None"
276,PR14,PC03,C10,"4757756","unambiguous","SO_4560","544","0.77","SO_4560"
276,PR14,PC03,C11,"4157448","unambiguous","SO_4014","2644","0.86","SO_4014"
276,PR14,PC03,C12,"3225348","unambiguous","SO_3099","249","0.19","SO_3099"
276,PR14,PC03,D1,"1798324","ambiguous","SO_1708","1124","0.87","SO_1708"
276,PR14,PC03,D2,"4161241","unambiguous","SO_4015","158","0.12","SO_4015"
276,PR14,PC03,D3,"842614","unambiguous","SO_0826","854","0.51","SO_0826"
276,PR14,PC03,D4,"4111312","unambiguous","None","NA","NA","None"
276,PR14,PC03,D5,"1520015","ambiguous","SO_1461","343","0.08","SO_1461"
276,PR14,PC03,D6,"","","","","",""
276,PR14,PC03,D7,"4805904","unambiguous","SO_4611","302","0.36","SO_4611"
276,PR14,PC03,D8,"2106626, 3453994","unambiguous, unambiguous","SO_2008, SO_3303","126,387","0.15, 0.16","SO_2008, SO_3303"
276,PR14,PC03,D9,"1780611, 5041354","unambiguous, ambiguous","SO_1694, SO_A0089\SO_A0092","2571,3653\947","0.96, 0.85\0.59","SO_1694, SO_A0089\SO_A0092"
276,PR14,PC03,D10,"2613098","unambiguous","hexR","198","0.23","SO_2490"
276,PR14,PC03,D11,"702581","unambiguous","SO_0682","1659","0.66","SO_0682"
276,PR14,PC03,D12,"2311741","unambiguous","SO_2197","108","0.11","SO_2197"
276,PR14,PC03,E1,"576886, 945346, 1798324","unambiguous, ambiguous, ambiguous","SO_0556, SO_0916, SO_1708","77,64,1124","0.25, 0.07, 0.87","SO_0556, SO_0916, SO_1708"
276,PR14,PC03,E2,"5004260","unambiguous","SO_A0045","826","0.60","SO_A0045"
276,PR14,PC03,E3,"2012658","unambiguous","SO_1915","207","0.05","SO_1915"
276,PR14,PC03,E4,"","","","","",""
276,PR14,PC03,E5,"1233843","unambiguous","SO_1190","511","0.62","SO_1190"
